Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention
29/03/2021 07:53,£0.00,Pre-NtO Discount,Egerton Road South,ChorltonPark,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/03/2021 08:02,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:05,£0.00,Pre-NtO Discount,Rockdove Avenue  (hulme H4),HULME,Affixed to vehicle,Restricted Area,£35.00,12
29/03/2021 08:07,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 08:10,£0.00,Cancelled,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 08:11,-£35.00,Pre-NtO Discount,Cromwell Grove,Levenshulme,Affixed to vehicle,No Waiting,£0.00,1
29/03/2021 08:14,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 08:15,£0.00,Pre-NtO Discount,Ducie Street (City Centre : ZONEC),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 08:16,-£35.00,Pre-NtO Discount,Brookburn Road,Chorlton,Affixed to vehicle,No Waiting,£0.00,1
29/03/2021 08:16,-£25.00,Pre-NtO Discount,Copperas Street,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,6
29/03/2021 08:16,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:17,£0.00,Pre-NtO Discount,Chapel Walks,Deansgate,Affixed to vehicle,P&d Bays,£25.00,6
29/03/2021 08:17,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 08:18,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 08:20,£0.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 08:20,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:21,-£35.00,Pre-NtO Discount,SNELL STREET,(None),Affixed to vehicle,No Waiting,£0.00,1
29/03/2021 08:22,£0.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 08:22,-£35.00,Pre-NtO Discount,Plymouth Grove (Ardwick),Ardwick,Affixed to vehicle,No Waiting At Any Time,£0.00,1
29/03/2021 08:24,-£25.00,Pre-NtO Discount,Chatham Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 08:24,£0.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,82
29/03/2021 08:25,£0.00,Pre-NtO Discount,PARSONAGE LANE,Central,Affixed to vehicle,No Waiting At Any Time,£0.00,1
29/03/2021 08:26,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:28,£0.00,Post NtO,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:29,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:29,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:30,-£25.00,Pre-NtO Discount,Newton Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 08:30,£0.00,Cancelled,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 08:31,£0.00,Post NtO,Burnage Lane (Burnage),Burnage,Postal-vehicle drive away,No Waiting,£35.00,1
29/03/2021 08:32,£0.00,Cancelled,King Street West,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 08:32,£0.00,Pre-NtO Discount,Hilton Street (City Centre : ZONEB),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 08:32,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:32,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:33,-£35.00,Post NtO,Mauldeth Road West (Chorlton Park),ChorltonPark,Postal-vehicle drive away,Pedestrian Crossing,£0.00,99
29/03/2021 08:33,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:35,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:35,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 08:35,£0.00,Cancelled,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 08:37,£0.00,Pre-NtO Discount,City Road East,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 08:39,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 08:40,-£35.00,Pre-NtO Discount,Red Bank,Cheetham,Affixed to vehicle,Restricted Area,£0.00,1
29/03/2021 08:42,-£35.00,Post NtO,Burnage Lane (Burnage),Burnage,Postal-vehicle drive away,School Entrance Marking,£0.00,48
29/03/2021 08:45,£0.00,Pre-NtO Discount,Bloom Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 08:45,-£35.00,Pre-NtO Discount,Mauldeth Road West (Chorlton Park),ChorltonPark,Handed To Driver,Pedestrian Crossing,£0.00,99
29/03/2021 08:49,£0.00,Cancelled,Marble Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 08:49,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 08:51,£0.00,Pre-NtO Discount,Great Jackson Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 08:55,-£25.00,Pre-NtO Discount,Marble Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 08:58,-£25.00,Pre-NtO Discount,Marble Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 08:59,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 08:59,£0.00,Pre-NtO Discount,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 09:00,£0.00,Pre-NtO Discount,Great Jackson Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 09:01,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:03,£0.00,Post NtO,Oldham Road (Lowcross Road to Ten Acres Lane),Newton Heath,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:05,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:08,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:12,-£25.00,Pre-NtO Discount,Chapeltown Street,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,6
29/03/2021 09:13,£0.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 09:13,-£25.00,Pre-NtO Discount,STONE STREET CAR PARK,Deansgate,Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:13,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:16,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:16,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:17,-£25.00,Pre-NtO Discount,Phoenix Street,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 09:18,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:19,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:20,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:21,-£30.00,Post NtO,Ardwick Green South (Ardwick Green North to Higher Ardwick),Ardwick,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:22,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:22,£0.00,Cancelled,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:22,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:25,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:25,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:26,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:27,£0.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:28,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:28,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:30,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:30,£0.00,Pre-NtO Discount,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 09:31,-£25.00,Pre-NtO Discount,Radium Street,Anc & Besw,Affixed to vehicle,No Waiting,£0.00,1
29/03/2021 09:31,£0.00,Pre-NtO Discount,Oldham Road (Lowcross Road to Ten Acres Lane),Newton Heath,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:32,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:32,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:33,-£35.00,Pre-NtO Discount,Tatton Grove,Withington,Affixed to vehicle,Parking Place,£0.00,12
29/03/2021 09:36,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:36,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:38,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,86
29/03/2021 09:38,-£25.00,Pre-NtO Discount,Kennedy Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,24
29/03/2021 09:39,-£35.00,Pre-NtO Discount,Barlow Moor Road (Chorlton),Chorlton,Affixed to vehicle,No Waiting,£0.00,1
29/03/2021 09:39,-£25.00,Pre-NtO Discount,BLACKSTOCK STREET,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 09:40,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:41,£0.00,Pre-NtO Discount,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:42,£0.00,Post NtO,Circular Road,DidsburyWest,Postal-vehicle drive away,Parking Place,£35.00,12
29/03/2021 09:43,-£25.00,Pre-NtO Discount,Museum Street,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 09:46,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:47,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:48,-£35.00,Pre-NtO Discount,Moston Lane East,Moston,Handed To Driver,No Waiting At Any Time,£0.00,1
29/03/2021 09:51,-£30.00,Post NtO,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 09:52,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:54,-£35.00,Pre-NtO Discount,The Beeches,DidsburyWest,Affixed to vehicle,No Waiting,£0.00,1
29/03/2021 09:55,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 09:55,-£25.00,Pre-NtO Discount,SHEFFIELD STREET CAR PARK,Piccadilly,Affixed to vehicle,Car Park,£0.00,73
29/03/2021 09:56,£0.00,Cancelled,Kincardine Road,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 10:00,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Handed To Driver,Car Park,£25.00,73
29/03/2021 10:00,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:00,-£35.00,Pre-NtO Discount,Joiner Street,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
29/03/2021 10:01,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:03,£0.00,Pre-NtO Discount,New Wakefield Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 10:03,£0.00,Pre-NtO Discount,Reddish Lane,Gort & Abb H,Affixed to vehicle,No Waiting,£35.00,1
29/03/2021 10:04,-£35.00,Pre-NtO Discount,Parsonage,Deansgate,Affixed to vehicle,No Waiting,£0.00,1
29/03/2021 10:06,-£25.00,Pre-NtO Discount,Tib Lane,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 10:08,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:09,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:09,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:12,£0.00,Pre-NtO Discount,King Street,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£35.00,40
29/03/2021 10:12,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/03/2021 10:13,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:16,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:16,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:17,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/03/2021 10:18,-£35.00,Pre-NtO Discount,Hathersage Road,Ardwick,Handed To Driver,Restricted Area,£0.00,2
29/03/2021 10:20,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:20,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:22,£0.00,Cancelled,Hulme Street (City Centre : CENTRAL),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 10:23,-£35.00,Pre-NtO Discount,Denmark Road (Hulme),Hulme,Affixed to vehicle,Restricted Area,£0.00,23
29/03/2021 10:24,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:25,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:26,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:27,-£25.00,Pre-NtO Discount,Carmoor Road,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 10:27,-£25.00,Pre-NtO Discount,Faulkner Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 10:29,£0.00,Pre-NtO Discount,Birchin Lane,Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/03/2021 10:33,£0.00,Pre-NtO Discount,School Lane (North Carpark),DidsburyWest,Affixed to vehicle,Parking Place,£35.00,73
29/03/2021 10:33,£0.00,Pre-NtO Discount,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 10:33,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:35,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:35,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:37,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:38,£0.00,Pre-NtO Discount,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/03/2021 10:40,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:43,-£35.00,Pre-NtO Discount,Rainforth Street,Longsight,Affixed to vehicle,No Waiting,£0.00,1
29/03/2021 10:45,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:45,£0.00,Pre-NtO Discount,School Lane (South Carpark),DidsburyWest,Affixed to vehicle,Parking Place,£35.00,73
29/03/2021 10:45,-£25.00,Pre-NtO Discount,School Lane (South Carpark),DidsburyWest,Affixed to vehicle,Parking Place,£0.00,82
29/03/2021 10:46,-£25.00,Pre-NtO Discount,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 10:47,£0.00,Pre-NtO Discount,Dickenson Road,Longsight,Affixed to vehicle,Restricted Area,£35.00,23
29/03/2021 10:48,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:48,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:48,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:49,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:49,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:49,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 10:49,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:50,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:52,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 10:53,£0.00,Cancelled,Marsden Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 10:55,£0.00,Cancelled,Tib Lane,Deansgate,Spoil,Pay and Display Parking,£0.00,21
29/03/2021 10:56,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:00,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:01,-£25.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
29/03/2021 11:01,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:01,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:02,-£35.00,Pre-NtO Discount,Brundretts Road,ChorltonPark,Affixed to vehicle,Restricted Area,£0.00,1
29/03/2021 11:02,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:03,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:06,-£35.00,Pre-NtO Discount,Wilmslow Road (DidsburyEast),DidsburyEast,Handed To Driver,Disabled Persons Parking Place,£0.00,40
29/03/2021 11:07,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:08,-£35.00,Pre-NtO Discount,Marriott Street,Withington,Affixed to vehicle,Parking Place,£0.00,12
29/03/2021 11:08,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:09,£0.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:09,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:10,-£25.00,Pre-NtO Discount,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 11:11,-£35.00,Pre-NtO Discount,Justin Close,Ardwick,Affixed to vehicle,No Waiting At Any Time,£0.00,1
29/03/2021 11:11,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:12,-£25.00,Pre-NtO Discount,Rusholme Place (Rusholme),Rusholme,Affixed to vehicle,Limited Waiting,£0.00,30
29/03/2021 11:12,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:13,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,86
29/03/2021 11:14,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:14,-£25.00,Pre-NtO Discount,george street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/03/2021 11:14,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:14,-£25.00,Pre-NtO Discount,Rusholme Place (Rusholme),Rusholme,Affixed to vehicle,Limited Waiting,£0.00,30
29/03/2021 11:15,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:18,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:19,-£25.00,Pre-NtO Discount,Rusholme Place (Rusholme),Rusholme,Affixed to vehicle,Limited Waiting,£0.00,30
29/03/2021 11:19,-£35.00,Pre-NtO Discount,Tatton Grove,Withington,Affixed to vehicle,Parking Place,£0.00,12
29/03/2021 11:21,£0.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£25.00,83
29/03/2021 11:24,-£35.00,Pre-NtO Discount,Mitre Road,Longsight,Affixed to vehicle,No Waiting At Any Time,£0.00,27
29/03/2021 11:24,-£35.00,Pre-NtO Discount,Little Quay Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
29/03/2021 11:25,£0.00,Post NtO,Rochdale Road (Lathbury Road to Queens Road),MP&NH,CCTV Issue,Restricted Area,£30.00,34
29/03/2021 11:25,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:25,-£25.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
29/03/2021 11:27,£0.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:28,£0.00,Post NtO,Wilmslow Road (DidsburyEast),DidsburyEast,Postal-vehicle drive away,No Loading at Any Time,£35.00,2
29/03/2021 11:29,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/03/2021 11:30,£0.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Taxi Stand,£35.00,45
29/03/2021 11:30,£0.00,Pre-NtO Discount,Wilmslow Road (DidsburyEast),DidsburyEast,Affixed to vehicle,No Loading at Any Time,£35.00,2
29/03/2021 11:31,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:32,£0.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,86
29/03/2021 11:33,-£25.00,Pre-NtO Discount,Paton Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
29/03/2021 11:34,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:35,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
29/03/2021 11:37,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
29/03/2021 11:37,£0.00,Cancelled,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,82
