Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention Code
29/04/2021 09:24,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/04/2021 09:25,-£35.00,Pre-NtO Discount,Kennedy Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
29/04/2021 09:26,£0.00,Pre-NtO Discount,St John Street,Deansgate,Handed To Driver,Pay and Display Parking,£25.00,6
29/04/2021 09:26,£0.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 09:28,£0.00,Pre-NtO Discount,Seymour Road,Crumpsall,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 09:30,£0.00,Pre-NtO Discount,Tatton Grove,Withington,Handed To Driver,Parking Place,£35.00,12
29/04/2021 09:33,£0.00,Pre-NtO Discount,Carmoor Road,Ardwick,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 09:34,£0.00,Pre-NtO Discount,Tatton Grove,Withington,Affixed to vehicle,Parking Place,£35.00,12
29/04/2021 09:36,£0.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 09:39,£0.00,Pre-NtO Discount,Carmoor Road,Ardwick,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 09:39,-£25.00,Pre-NtO Discount,CHINA TOWN CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/04/2021 09:40,£0.00,Pre-NtO Discount,Whitworth Street West (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 09:43,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading at Any Time,£0.00,2
29/04/2021 09:45,£0.00,Pre-NtO Discount,Mabfield Road,Fallowfield,Affixed to vehicle,GV Loading Bay,£35.00,25
29/04/2021 09:49,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 09:50,£0.00,Pre-NtO Discount,Cambridge Street (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 09:52,£0.00,Pre-NtO Discount,Cornell Street (Anc&Bes),Anc & Besw,Affixed to vehicle,Restricted Area,£25.00,6
29/04/2021 09:53,£0.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£25.00,73
29/04/2021 09:54,-£35.00,Pre-NtO Discount,High Street (City Centre),Piccadilly,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
29/04/2021 09:54,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Handed To Driver,No Loading at Any Time,£35.00,2
29/04/2021 09:55,£0.00,Pre-NtO Discount,SHEFFIELD STREET CAR PARK,Piccadilly,Affixed to vehicle,Car Park,£25.00,73
29/04/2021 09:56,£0.00,Pre-NtO Discount,HULME STREET CAR PARK,Deansgate,Affixed to vehicle,Car Park,£25.00,82
29/04/2021 09:57,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,73
29/04/2021 09:57,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
29/04/2021 10:00,-£35.00,Pre-NtO Discount,The Beeches,DidsburyWest,Affixed to vehicle,No Waiting,£0.00,1
29/04/2021 10:00,-£25.00,Pre-NtO Discount,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/04/2021 10:02,£0.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:03,£0.00,Pre-NtO Discount,Barlow Moor Road (Chorlton),Chorlton,Postal-vehicle drive away,Bus Stop Clearway,£0.00,47
29/04/2021 10:03,£0.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:05,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Handed To Driver,Car Park,£0.00,82
29/04/2021 10:05,-£35.00,Pre-NtO Discount,ALEXANDRA TERRACE (Levenshulme),Levenshulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
29/04/2021 10:06,£0.00,Pre-NtO Discount,Chatham Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 10:06,£0.00,Pre-NtO Discount,Chatham Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 10:09,£0.00,Pre-NtO Discount,Plymouth Grove West,Ardwick,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 10:12,£0.00,Pre-NtO Discount,Redhill Street,Anc & Besw,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 10:13,£0.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,86
29/04/2021 10:14,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
29/04/2021 10:15,£0.00,Pre-NtO Discount,Hesketh Avenue,DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 10:17,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:18,£0.00,Pre-NtO Discount,Brunswick Street (Ardwick),Ardwick,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 10:18,£0.00,Pre-NtO Discount,Booth Street East,Hulme,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 10:19,£0.00,Pre-NtO Discount,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£35.00,40
29/04/2021 10:19,-£25.00,Pre-NtO Discount,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/04/2021 10:20,£0.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:20,-£25.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/04/2021 10:20,£50.00,Cancelled,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:24,£0.00,Pre-NtO Discount,Burton Road (DidsburyWest),DidsburyWest,Affixed to vehicle,GV Loading Bay,£35.00,23
29/04/2021 10:24,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:26,£0.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,No Loading,£35.00,21
29/04/2021 10:28,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:32,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
29/04/2021 10:34,£0.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,No Loading,£35.00,21
29/04/2021 10:34,£0.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 10:34,£0.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 10:34,£0.00,Pre-NtO Discount,George Parr Road (Hulme H4),HULME,Affixed to vehicle,Restricted Areas,£25.00,30
29/04/2021 10:35,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/04/2021 10:36,£0.00,Pre-NtO Discount,George Parr Road (Hulme H4),HULME,Affixed to vehicle,Restricted Areas,£25.00,30
29/04/2021 10:38,£0.00,Pre-NtO Discount,George Parr Road (Hulme H4),HULME,Affixed to vehicle,Restricted Areas,£25.00,30
29/04/2021 10:38,-£25.00,Pre-NtO Discount,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,6
29/04/2021 10:38,-£25.00,Pre-NtO Discount,George Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/04/2021 10:38,£0.00,Pre-NtO Discount,High Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 10:39,-£35.00,Pre-NtO Discount,Leopold Avenue,DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£0.00,1
29/04/2021 10:40,-£25.00,Pre-NtO Discount,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/04/2021 10:40,£0.00,Pre-NtO Discount,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 10:41,£0.00,Pre-NtO Discount,St James Square,Piccadilly,Affixed to vehicle,Restricted Area,£25.00,5
29/04/2021 10:41,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:43,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,86
29/04/2021 10:44,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:44,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:46,£0.00,Pre-NtO Discount,Dickinson Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 10:47,£25.00,Cancelled,ARNDALE CAR PARK,(None),Spoil,Car Park,£25.00,73
29/04/2021 10:48,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
29/04/2021 10:49,£0.00,Pre-NtO Discount,Brewer Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 10:49,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:53,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,GV Loading Bay,£0.00,23
29/04/2021 10:54,£0.00,Pre-NtO Discount,School Lane (North Carpark),DidsburyWest,Affixed to vehicle,Parking Place,£35.00,73
29/04/2021 10:56,£0.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,GV Loading Bay,£35.00,23
29/04/2021 10:57,£0.00,Pre-NtO Discount,Princess Street (Piccadilly : ZONEC),Piccadilly,Affixed to vehicle,Restricted Area,£25.00,6
29/04/2021 10:59,-£35.00,Pre-NtO Discount,Hemsley Street South,Harpurhey,Affixed to vehicle,No Waiting,£0.00,1
29/04/2021 10:59,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 10:59,-£25.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/04/2021 11:00,£0.00,Pre-NtO Discount,Mayes Street (City Centre : ZONEC),Piccadilly,Handed To Driver,No Waiting At Any Time,£35.00,1
29/04/2021 11:01,£0.00,Pre-NtO Discount,John Dalton Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 11:02,-£35.00,Pre-NtO Discount,Devonshire Street North,Ardwick,Affixed to vehicle,No Waiting At Any Time,£0.00,1
29/04/2021 11:03,£0.00,Pre-NtO Discount,Circular Road,DidsburyWest,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 11:05,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/04/2021 11:06,£0.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
