Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention
01/05/2021 10:45,£0.00,Pre-NtO Full Rate,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 10:46,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 10:47,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 10:48,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 10:49,£0.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 10:49,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 10:50,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 10:51,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 10:52,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 10:52,£50.00,Cancelled,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 10:53,-£25.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/05/2021 10:53,£50.00,Cancelled,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 10:58,-£25.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 10:58,-£35.00,Pre-NtO Discount,Rainforth Street,Longsight,Handed To Driver,Taxi Stand,£0.00,45
01/05/2021 10:59,-£30.00,Post NtO,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:02,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:03,£0.00,Pre-NtO Full Rate,Torquay Close,Ardwick,Affixed to vehicle,Restricted Area,£70.00,1
01/05/2021 11:04,-£35.00,Pre-NtO Discount,Lathbury Road,Harpurhey,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 11:04,-£35.00,Pre-NtO Discount,Lathbury Road,Harpurhey,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 11:04,£0.00,Pre-NtO Full Rate,Keppel Road,Chorlton,Affixed to vehicle,No Waiting,£70.00,1
01/05/2021 11:04,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:07,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:07,-£35.00,Pre-NtO Discount,Lathbury Road,Harpurhey,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 11:09,£50.00,Cancelled,Hall Car Park,(None),Affixed to vehicle,Car Park,£50.00,83
01/05/2021 11:09,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:09,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:10,£0.00,Pre-NtO Full Rate,Cotton Lane (Withington),Withington,Affixed to vehicle,Disabled Parking Place,£70.00,40
01/05/2021 11:11,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:11,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/05/2021 11:12,-£35.00,Pre-NtO Discount,St Ann Street,Deansgate,Handed To Driver,Parking Places,£0.00,16
01/05/2021 11:13,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:14,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,86
01/05/2021 11:15,£0.00,Pre-NtO Full Rate,St Mary`s Gate,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,23
01/05/2021 11:17,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:17,£0.00,Pre-NtO Full Rate,Sherratt Street (Anc&Bes),Anc & Besw,Affixed to vehicle,Restricted Area,£50.00,6
01/05/2021 11:18,£0.00,Pre-NtO Full Rate,Dickenson Road,Longsight,Affixed to vehicle,Restricted Area,£70.00,23
01/05/2021 11:18,-£35.00,Pre-NtO Discount,Sandy Lane,ChorltonPark,Affixed to vehicle,No Waiting At Any Time,£0.00,27
01/05/2021 11:19,£0.00,Pre-NtO Full Rate,Portville Road,Levenshulme,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/05/2021 11:21,£30.00,Cancelled,Rochdale Road (Gould Street to Bromley Street),MP&NH,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:22,-£50.00,Pre-NtO Full Rate,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:23,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:24,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:24,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:24,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:25,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:28,-£35.00,Pre-NtO Discount,Cromwell Grove,Levenshulme,Affixed to vehicle,No Waiting,£0.00,1
01/05/2021 11:28,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:29,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:29,£0.00,Pre-NtO Full Rate,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 11:29,-£70.00,Pre-NtO Full Rate,Cateaton Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
01/05/2021 11:30,-£25.00,Pre-NtO Discount,George Leigh Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 11:30,£0.00,Pre-NtO Discount,Glenbarry Close,Ardwick,Affixed to vehicle,No Waiting At Any Time,£35.00,1
01/05/2021 11:31,£50.00,Cancelled,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£50.00,83
01/05/2021 11:32,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:32,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 11:33,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:34,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 11:34,£0.00,Pre-NtO Full Rate,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 11:34,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:36,£0.00,Pre-NtO Full Rate,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:37,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:37,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:37,-£25.00,Pre-NtO Discount,Minshull Street South,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 11:39,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,82
01/05/2021 11:39,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:40,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 11:40,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:40,£50.00,Cancelled,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 11:41,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:41,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:42,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 11:43,£0.00,Pre-NtO Full Rate,Broom Lane,Levenshulme,Affixed to vehicle,Restricted Area,£70.00,1
01/05/2021 11:43,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:43,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:43,-£25.00,Pre-NtO Discount,Garden Centre Car Park,(None),Affixed to vehicle,Car Park,£0.00,82
01/05/2021 11:43,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:44,£0.00,Pre-NtO Full Rate,Store Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 11:45,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:45,£0.00,Pre-NtO Full Rate,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 11:45,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:45,-£35.00,Pre-NtO Discount,St Ann Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
01/05/2021 11:47,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:49,-£25.00,Pre-NtO Discount,Garden Centre Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/05/2021 11:50,-£35.00,Pre-NtO Discount,SNELL STREET,(None),Affixed to vehicle,No Waiting,£0.00,1
01/05/2021 11:51,£0.00,Pre-NtO Full Rate,Norfolk Street,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,23
01/05/2021 11:51,£0.00,Pre-NtO Full Rate,Marshall Street,Piccadilly,Affixed to vehicle,No Waiting,£70.00,1
01/05/2021 11:51,-£35.00,Pre-NtO Discount,Mitre Road,Longsight,Handed To Driver,No Waiting At Any Time,£0.00,1
01/05/2021 11:52,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:52,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:53,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:53,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:54,£0.00,Pre-NtO Full Rate,Norfolk Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/05/2021 11:55,£0.00,Pre-NtO Full Rate,Pall Mall (Piccadilly),Piccadilly,Affixed to vehicle,Restricted Area,£70.00,23
01/05/2021 11:55,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 11:57,£50.00,Cancelled,Hall Car Park,(None),Affixed to vehicle,Car Park,£50.00,83
01/05/2021 11:57,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:58,-£35.00,Pre-NtO Discount,Wilmslow Road (DidsburyWest),DidsburyWest,Affixed to vehicle,GV Loading Bay,£0.00,23
01/05/2021 11:58,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:58,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:58,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 11:59,£50.00,Cancelled,Chepstow Street South,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 11:59,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:01,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,86
01/05/2021 12:01,£0.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 12:02,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 12:03,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:04,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 12:04,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 12:05,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:05,-£35.00,Pre-NtO Discount,Princess Street (Piccadilly : ZONEA),Piccadilly,Affixed to vehicle,Restricted Area,£0.00,23
01/05/2021 12:05,£25.00,Cancelled,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
01/05/2021 12:06,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:07,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:07,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:08,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:08,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:10,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:11,£30.00,Cancelled,Rochdale Road (Lathbury Road to Queens Road),MP&NH,Postal (from Cctv Review Client),Restricted Area,£0.00,34
01/05/2021 12:11,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 12:13,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 12:13,-£25.00,Pre-NtO Discount,SHEFFIELD STREET CAR PARK,Piccadilly,Affixed to vehicle,Car Park,£0.00,73
01/05/2021 12:14,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 12:14,-£50.00,Pre-NtO Full Rate,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,82
01/05/2021 12:14,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 12:15,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:15,-£35.00,Pre-NtO Discount,Albert Hill Street,DidsburyEast,Handed To Driver,No Waiting,£0.00,1
01/05/2021 12:16,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:17,-£35.00,Pre-NtO Discount,Swan Street,Piccadilly,Affixed to vehicle,No Waiting,£0.00,1
01/05/2021 12:18,£0.00,Pre-NtO Full Rate,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 12:20,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:23,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:26,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 12:26,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:26,-£25.00,Pre-NtO Discount,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/05/2021 12:26,-£30.00,Post NtO,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:26,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:27,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 12:27,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:29,-£50.00,Pre-NtO Full Rate,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,86
01/05/2021 12:29,£30.00,Cancelled,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:30,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:30,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:33,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:34,£0.00,Pre-NtO Full Rate,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 12:34,-£25.00,Pre-NtO Discount,Turner Street (City Centre),City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 12:35,-£25.00,Pre-NtO Discount,John Dalton Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 12:36,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:36,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:36,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:37,£0.00,Pre-NtO Full Rate,Dickinson Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 12:37,-£50.00,Pre-NtO Full Rate,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
01/05/2021 12:37,-£25.00,Pre-NtO Discount,Birchin Lane,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 12:39,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 12:39,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 12:39,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
